fecha,clave,tienda,nombre,precio,disponible,url
2026-08-12 16:10,primer companero pokemon series 3 espanol,Factory Cards TCG,PRIMER COMPAÑERO Pokémon series 3 ESPAÑOL,"29,95 €",True,https://factorycardstcg.com/products/primer-companero-pokemon-series-3-espanol-copia
2026-08-12 16:10,primer companero pokemon series 2 espanol,Factory Cards TCG,PRIMER COMPAÑERO Pokémon series 2 ESPAÑOL,"29,95 €",True,https://factorycardstcg.com/products/primer-companero-pokemon-series-2-espanol
2026-08-12 16:10,Coleccion Ilustracion · First Partner S3 · ES,Toy Planet,Pokémon TCG Colección Ilustración Primer Compañero Serie 3 +6 años,"34,99 €",True,https://www.toyplanet.com/products/pokemon-tcg-coleccion-ilustracion-primer-companero-serie-3-6-anos
2026-08-12 16:10,Coleccion Ilustracion · First Partner S2 · ES,Toy Planet,Pokémon TCG Colección Ilustración Primer Compañero Serie 2 +6 años,"39,99 €",False,https://www.toyplanet.com/products/pokemon-tcg-coleccion-ilustracion-primer-companero-serie-2-6-anos
2026-08-12 16:10,Coleccion Ilustracion · First Partner S2 · ES,La Boveda Friki,Caja Colección Ilustración - Primer Compañero - Serie 2,"29,90 €",False,https://labovedafriki.es/products/caja-coleccion-ilustracion-primer-companero-serie-2
2026-08-12 16:10,Coleccion Ilustracion · First Partner S1 · ES,La Boveda Friki,Caja Colección Ilustración - Primer Compañero - Serie 1,"36,90 €",False,https://labovedafriki.es/products/caja-coleccion-ilustracion-primer-companero
2026-08-12 16:10,Coleccion Ilustracion · First Partner · ES,Metamorph Center,Colección Ilustración Primer Compañero Pokémon - Español,"31,95 €",False,https://metamorphcenter.com/products/coleccion-ilustracion-primer-companero-espanol
2026-08-12 16:10,Coleccion Ilustracion · First Partner S2 · ES,RyuCards,Colección Ilustración Primer Compañero Serie 2,"29,90 €",False,https://www.ryucardstcg.com/products/coleccion-ilustracion-primer-companero-serie-2
2026-08-12 16:10,Coleccion Ilustracion · First Partner · ES,Saruman Games,POKEMON TCG: Colección Ilustración Primer Compañero nº1  - MAX 1 por CLIENTE,"24,95 €",False,https://sarumangames.es/products/pokemon-tcg-coleccion-ilustracion-primer-companero-nº1
2026-08-12 16:10,Coleccion Ilustracion · First Partner S3 · ES,UNSOBREMAS,COLECCIÓN ILUSTRACIÓN - PRIMER COMPAÑERO (SERIE 3) [ES],"34,95 €",True,https://unsobremas.com/products/coleccion-ilustracion-primer-companero-serie-3-es
2026-08-12 16:10,Coleccion Ilustracion · First Partner S1 · ES,UNSOBREMAS,COLECCIÓN ILUSTRACIÓN - PRIMER COMPAÑERO (SERIE 1) [ES],"32,95 €",False,https://unsobremas.com/products/coleccion-ilustracion-primer-companero-serie-1-es
